date,category,date,value,label
2018-05-01,Street Defects,2018-05-01,37,0
2018-05-01,Street and Sidewalk Cleaning,2018-05-01,657,0
2018-05-01,Streetlights,2018-05-01,22,0
2018-05-01,Temporary Sign Request,2018-05-01,45,0
2018-05-01,Tree Maintenance,2018-05-01,47,0
2018-05-02,311 External Request,2018-05-02,1,0
2018-05-02,Abandoned Vehicle,2018-05-02,109,0
2018-05-02,Blocked Street or SideWalk,2018-05-02,16,0
2018-05-02,Color Curb,2018-05-02,4,0
2018-05-02,DPW Volunteer Programs,2018-05-02,1,0
2018-05-02,Damaged Property,2018-05-02,57,1
2018-05-02,Encampments,2018-05-02,195,0
2018-05-02,General Request - 311CUSTOMERSERVICECENTER,2018-05-02,5,0
2018-05-02,General Request - ANIMAL CARE CONTROL,2018-05-02,3,0
2018-05-02,General Request - ASSESSOR RECORDER,2018-05-02,3,0
2018-05-02,General Request - BUILDING INSPECTION,2018-05-02,9,0
2018-05-02,General Request - COUNTY CLERK,2018-05-02,13,0
2018-05-02,General Request - DPH,2018-05-02,11,0
2018-05-02,General Request - DTIS,2018-05-02,1,0
2018-05-02,General Request - FIRE DEPARTMENT,2018-05-02,1,0
2018-05-02,General Request - MOCD,2018-05-02,1,0
2018-05-02,General Request - MTA,2018-05-02,39,0
2018-05-02,General Request - PLANNING,2018-05-02,2,0
2018-05-02,General Request - PUBLIC WORKS,2018-05-02,71,0
2018-05-02,General Request - PUC,2018-05-02,10,0
2018-05-02,General Request - RPD,2018-05-02,1,0
2018-05-02,General Request - SFPD,2018-05-02,1,0
2018-05-02,Graffiti,2018-05-02,157,0
2018-05-02,Homeless Concerns,2018-05-02,147,0
2018-05-02,Illegal Postings,2018-05-02,14,0
2018-05-02,Litter Receptacles,2018-05-02,16,0
2018-05-02,MUNI Feedback,2018-05-02,73,0
2018-05-02,Noise Report,2018-05-02,19,0
2018-05-02,Parking Enforcement,2018-05-02,223,0
2018-05-02,Rec and Park Requests,2018-05-02,25,0
2018-05-02,Residential Building Request,2018-05-02,9,0
2018-05-02,SFHA Requests,2018-05-02,5,0
2018-05-02,Sewer Issues,2018-05-02,17,0
2018-05-02,Sidewalk or Curb,2018-05-02,18,0
2018-05-02,Sign Repair,2018-05-02,14,0
2018-05-02,Street Defects,2018-05-02,42,0
2018-05-02,Street and Sidewalk Cleaning,2018-05-02,579,0
2018-05-02,Streetlights,2018-05-02,23,0
2018-05-02,Temporary Sign Request,2018-05-02,22,0
2018-05-02,Tree Maintenance,2018-05-02,42,0
2018-05-03,311 External Request,2018-05-03,5,0
2018-05-03,Abandoned Vehicle,2018-05-03,85,0
2018-05-03,Blocked Street or SideWalk,2018-05-03,27,0
2018-05-03,Catch Basin Maintenance,2018-05-03,1,0
2018-05-03,Color Curb,2018-05-03,4,0
2018-05-03,DPW Volunteer Programs,2018-05-03,3,0
2018-05-03,Damaged Property,2018-05-03,30,0
2018-05-03,Encampments,2018-05-03,193,0
2018-05-03,General Request - 311CUSTOMERSERVICECENTER,2018-05-03,5,0
2018-05-03,General Request - ANIMAL CARE CONTROL,2018-05-03,2,0
2018-05-03,General Request - ASSESSOR RECORDER,2018-05-03,1,0
2018-05-03,General Request - BOARD OF SUPERVISORS,2018-05-03,2,0
2018-05-03,General Request - BUILDING INSPECTION,2018-05-03,5,0
2018-05-03,General Request - COUNTY CLERK,2018-05-03,14,0
2018-05-03,General Request - DPH,2018-05-03,13,0
2018-05-03,General Request - FIRE DEPARTMENT,2018-05-03,1,0
2018-05-03,General Request - HUMAN RIGHTS COMMISSION,2018-05-03,1,0
2018-05-03,General Request - MTA,2018-05-03,23,0
2018-05-03,General Request - PLANNING,2018-05-03,3,0
2018-05-03,General Request - PUBLIC WORKS,2018-05-03,88,0
2018-05-03,General Request - PUC,2018-05-03,8,0
2018-05-03,General Request - TT COLLECTOR,2018-05-03,2,0
2018-05-03,Graffiti,2018-05-03,111,0
2018-05-03,Homeless Concerns,2018-05-03,171,0
2018-05-03,Illegal Postings,2018-05-03,11,0
2018-05-03,Litter Receptacles,2018-05-03,25,0
2018-05-03,MUNI Feedback,2018-05-03,37,0
2018-05-03,Noise Report,2018-05-03,13,0
2018-05-03,Parking Enforcement,2018-05-03,216,0
2018-05-03,Rec and Park Requests,2018-05-03,13,0
2018-05-03,Residential Building Request,2018-05-03,7,0
2018-05-03,SFHA Requests,2018-05-03,2,0
2018-05-03,Sewer Issues,2018-05-03,23,0
2018-05-03,Sidewalk or Curb,2018-05-03,20,0
2018-05-03,Sign Repair,2018-05-03,16,0
2018-05-03,Street Defects,2018-05-03,33,0
2018-05-03,Street and Sidewalk Cleaning,2018-05-03,560,0
2018-05-03,Streetlights,2018-05-03,14,0
2018-05-03,Temporary Sign Request,2018-05-03,34,0
2018-05-03,Tree Maintenance,2018-05-03,35,0
2018-05-04,311 External Request,2018-05-04,3,0
2018-05-04,Abandoned Vehicle,2018-05-04,90,0
2018-05-04,Blocked Street or SideWalk,2018-05-04,12,0
2018-05-04,Color Curb,2018-05-04,2,0
2018-05-04,DPW Volunteer Programs,2018-05-04,1,0
2018-05-04,Damaged Property,2018-05-04,22,0
2018-05-04,Encampments,2018-05-04,241,0
2018-05-04,General Request - 311CUSTOMERSERVICECENTER,2018-05-04,4,0
2018-05-04,General Request - ANIMAL CARE CONTROL,2018-05-04,2,0
2018-05-04,General Request - ASSESSOR RECORDER,2018-05-04,1,0
2018-05-04,General Request - BUILDING INSPECTION,2018-05-04,8,0
2018-05-04,General Request - COUNTY CLERK,2018-05-04,13,0
2018-05-04,General Request - DPH,2018-05-04,6,0
2018-05-04,General Request - FIRE DEPARTMENT,2018-05-04,1,0
2018-05-04,General Request - MTA,2018-05-04,25,0
2018-05-04,General Request - PUBLIC WORKS,2018-05-04,79,0
2018-05-04,General Request - PUC,2018-05-04,7,0
2018-05-04,General Request - RPD,2018-05-04,1,0
2018-05-04,General Request - SFPD,2018-05-04,1,0
2018-05-04,General Request - TT COLLECTOR,2018-05-04,1,0
2018-05-04,Graffiti,2018-05-04,168,0
2018-05-04,Homeless Concerns,2018-05-04,157,0
2018-05-04,Illegal Postings,2018-05-04,11,0
2018-05-04,Litter Receptacles,2018-05-04,40,0
2018-05-04,MUNI Feedback,2018-05-04,45,0
2018-05-04,Noise Report,2018-05-04,14,0
2018-05-04,Parking Enforcement,2018-05-04,200,0
2018-05-04,Rec and Park Requests,2018-05-04,26,0
2018-05-04,Residential Building Request,2018-05-04,4,0
2018-05-04,SFHA Requests,2018-05-04,3,0
2018-05-04,Sewer Issues,2018-05-04,12,0
2018-05-04,Sidewalk or Curb,2018-05-04,15,0
2018-05-04,Sign Repair,2018-05-04,18,0
2018-05-04,Street Defects,2018-05-04,32,0
2018-05-04,Street and Sidewalk Cleaning,2018-05-04,520,0
2018-05-04,Streetlights,2018-05-04,13,0
2018-05-04,Temporary Sign Request,2018-05-04,28,0
2018-05-04,Tree Maintenance,2018-05-04,47,0
2018-05-05,311 External Request,2018-05-05,1,0
2018-05-05,Abandoned Vehicle,2018-05-05,61,0
2018-05-05,Blocked Street or SideWalk,2018-05-05,8,0
2018-05-05,Color Curb,2018-05-05,2,0
2018-05-05,Damaged Property,2018-05-05,35,0
2018-05-05,Encampments,2018-05-05,163,0
2018-05-05,General Request - 311CUSTOMERSERVICECENTER,2018-05-05,1,0
2018-05-05,General Request - ANIMAL CARE CONTROL,2018-05-05,2,0
2018-05-05,General Request - ASSESSOR RECORDER,2018-05-05,1,0
2018-05-05,General Request - BUILDING INSPECTION,2018-05-05,1,0
2018-05-05,General Request - COUNTY CLERK,2018-05-05,1,0
2018-05-05,General Request - DPH,2018-05-05,6,0
2018-05-05,General Request - ELECTIONS,2018-05-05,1,0
2018-05-05,General Request - ENTERTAINMENT COMMISSION,2018-05-05,2,0
2018-05-05,General Request - ENVIRONMENT,2018-05-05,1,0
2018-05-05,General Request - MTA,2018-05-05,7,0
2018-05-05,General Request - PUBLIC WORKS,2018-05-05,54,0
2018-05-05,General Request - PUC,2018-05-05,4,0
2018-05-05,General Request - SMALL BUSINESS,2018-05-05,1,0
2018-05-05,Graffiti,2018-05-05,262,0
2018-05-05,Homeless Concerns,2018-05-05,85,0
2018-05-05,Illegal Postings,2018-05-05,4,0
2018-05-05,Litter Receptacles,2018-05-05,28,0
2018-05-05,MUNI Feedback,2018-05-05,32,0
2018-05-05,Noise Report,2018-05-05,29,0
2018-05-05,Parking Enforcement,2018-05-05,166,0
2018-05-05,Rec and Park Requests,2018-05-05,39,0
2018-05-05,Residential Building Request,2018-05-05,4,0
2018-05-05,SFHA Requests,2018-05-05,3,0
2018-05-05,Sewer Issues,2018-05-05,16,0
2018-05-05,Sidewalk or Curb,2018-05-05,11,0
2018-05-05,Sign Repair,2018-05-05,8,0
2018-05-05,Street Defects,2018-05-05,13,0
2018-05-05,Street and Sidewalk Cleaning,2018-05-05,397,0
2018-05-05,Streetlights,2018-05-05,10,0
2018-05-05,Temporary Sign Request,2018-05-05,10,0
2018-05-05,Tree Maintenance,2018-05-05,7,0
2018-05-06,311 External Request,2018-05-06,2,0
2018-05-06,Abandoned Vehicle,2018-05-06,66,0
2018-05-06,Blocked Street or SideWalk,2018-05-06,3,0
2018-05-06,DPW Volunteer Programs,2018-05-06,1,0
2018-05-06,Damaged Property,2018-05-06,19,0
2018-05-06,Encampments,2018-05-06,173,0
2018-05-06,General Request - 311CUSTOMERSERVICECENTER,2018-05-06,3,0
2018-05-06,General Request - ANIMAL CARE CONTROL,2018-05-06,2,0
2018-05-06,General Request - BUILDING INSPECTION,2018-05-06,4,0
2018-05-06,General Request - COUNTY CLERK,2018-05-06,5,0
2018-05-06,General Request - DISTRICT ATTORNEY,2018-05-06,1,0
2018-05-06,General Request - MONS,2018-05-06,1,0
2018-05-06,General Request - MTA,2018-05-06,16,0
2018-05-06,General Request - PORT AUTHORITY,2018-05-06,1,0
2018-05-06,General Request - PUBLIC WORKS,2018-05-06,42,0
2018-05-06,General Request - PUC,2018-05-06,3,0
2018-05-06,Graffiti,2018-05-06,263,0
2018-05-06,Homeless Concerns,2018-05-06,131,0
2018-05-06,Illegal Postings,2018-05-06,24,0
2018-05-06,Litter Receptacles,2018-05-06,27,0
2018-05-06,MUNI Feedback,2018-05-06,35,0
2018-05-06,Noise Report,2018-05-06,9,0
2018-05-06,Parking Enforcement,2018-05-06,150,0
2018-05-06,Rec and Park Requests,2018-05-06,26,0
2018-05-06,SFHA Requests,2018-05-06,2,0
2018-05-06,Sewer Issues,2018-05-06,19,0
2018-05-06,Sidewalk or Curb,2018-05-06,27,0
2018-05-06,Sign Repair,2018-05-06,25,0
2018-05-06,Street Defects,2018-05-06,19,0
2018-05-06,Street and Sidewalk Cleaning,2018-05-06,373,0
2018-05-06,Streetlights,2018-05-06,7,0
2018-05-06,Temporary Sign Request,2018-05-06,2,0
2018-05-06,Tree Maintenance,2018-05-06,16,0
2018-05-07,311 External Request,2018-05-07,3,0
2018-05-07,Abandoned Vehicle,2018-05-07,117,0
2018-05-07,Blocked Street or SideWalk,2018-05-07,10,0
2018-05-07,Catch Basin Maintenance,2018-05-07,2,0
2018-05-07,Color Curb,2018-05-07,5,0
2018-05-07,Damaged Property,2018-05-07,32,0
2018-05-07,Encampments,2018-05-07,196,0
2018-05-07,General Request - 311CUSTOMERSERVICECENTER,2018-05-07,2,0
2018-05-07,General Request - BUILDING INSPECTION,2018-05-07,5,0
2018-05-07,General Request - COUNTY CLERK,2018-05-07,18,0
2018-05-07,General Request - DPH,2018-05-07,9,0
2018-05-07,General Request - ELECTIONS,2018-05-07,1,0
2018-05-07,General Request - FIRE DEPARTMENT,2018-05-07,1,0
2018-05-07,General Request - HUMAN RESOURCES,2018-05-07,1,0
2018-05-07,General Request - LABOR STANDARDS ENFORCEMENT,2018-05-07,1,0
2018-05-07,General Request - MTA,2018-05-07,29,0
2018-05-07,General Request - PLANNING,2018-05-07,2,0
2018-05-07,General Request - PUBLIC WORKS,2018-05-07,65,0
2018-05-07,General Request - PUC,2018-05-07,3,0
2018-05-07,General Request - RPD,2018-05-07,1,0
2018-05-07,General Request - TT COLLECTOR,2018-05-07,13,1
2018-05-07,Graffiti,2018-05-07,230,0
2018-05-07,Homeless Concerns,2018-05-07,187,0
2018-05-07,Illegal Postings,2018-05-07,7,0
2018-05-07,Litter Receptacles,2018-05-07,31,0
2018-05-07,MUNI Feedback,2018-05-07,54,0
2018-05-07,Noise Report,2018-05-07,14,0
2018-05-07,Parking Enforcement,2018-05-07,165,0
2018-05-07,Rec and Park Requests,2018-05-07,23,0
2018-05-07,Residential Building Request,2018-05-07,2,0
2018-05-07,SFHA Requests,2018-05-07,8,0
2018-05-07,Sewer Issues,2018-05-07,28,0
2018-05-07,Sidewalk or Curb,2018-05-07,14,0
2018-05-07,Sign Repair,2018-05-07,20,0
2018-05-07,Street Defects,2018-05-07,29,0
2018-05-07,Street and Sidewalk Cleaning,2018-05-07,596,0
2018-05-07,Streetlights,2018-05-07,20,0
2018-05-07,Temporary Sign Request,2018-05-07,39,0
2018-05-07,Tree Maintenance,2018-05-07,35,0
2018-05-08,Abandoned Vehicle,2018-05-08,116,0
2018-05-08,Blocked Street or SideWalk,2018-05-08,15,0
2018-05-08,Catch Basin Maintenance,2018-05-08,1,0
2018-05-08,Color Curb,2018-05-08,4,0
2018-05-08,DPW Volunteer Programs,2018-05-08,2,0
2018-05-08,Damaged Property,2018-05-08,25,0
2018-05-08,Encampments,2018-05-08,221,0
2018-05-08,General Request - 311CUSTOMERSERVICECENTER,2018-05-08,7,0
2018-05-08,General Request - ADULT PROBATION,2018-05-08,1,0
2018-05-08,General Request - AGING ADULT SERVICES,2018-05-08,1,0
2018-05-08,General Request - ANIMAL CARE CONTROL,2018-05-08,2,0
2018-05-08,General Request - ASSESSOR RECORDER,2018-05-08,3,0
2018-05-08,General Request - BOARD OF SUPERVISORS,2018-05-08,1,0
2018-05-08,General Request - BUILDING INSPECTION,2018-05-08,6,0
2018-05-08,General Request - COUNTY CLERK,2018-05-08,8,0
2018-05-08,General Request - DPH,2018-05-08,12,0
2018-05-08,General Request - DTIS,2018-05-08,1,0
2018-05-08,General Request - MTA,2018-05-08,36,0
2018-05-08,General Request - PUBLIC WORKS,2018-05-08,55,0
2018-05-08,General Request - PUC,2018-05-08,3,0
2018-05-08,General Request - RPD,2018-05-08,2,0
2018-05-08,General Request - TT COLLECTOR,2018-05-08,8,0
2018-05-08,Graffiti,2018-05-08,239,0
2018-05-08,Homeless Concerns,2018-05-08,180,0
2018-05-08,Illegal Postings,2018-05-08,15,0
2018-05-08,Litter Receptacles,2018-05-08,32,0
2018-05-08,MUNI Feedback,2018-05-08,48,0
2018-05-08,Noise Report,2018-05-08,30,0
2018-05-08,Parking Enforcement,2018-05-08,189,0
2018-05-08,Rec and Park Requests,2018-05-08,28,0
2018-05-08,Residential Building Request,2018-05-08,11,0
2018-05-08,SFHA Requests,2018-05-08,4,0
2018-05-08,Sewer Issues,2018-05-08,29,0
2018-05-08,Sidewalk or Curb,2018-05-08,27,0
2018-05-08,Sign Repair,2018-05-08,19,0
2018-05-08,Street Defects,2018-05-08,24,0
2018-05-08,Street and Sidewalk Cleaning,2018-05-08,559,0
2018-05-08,Streetlights,2018-05-08,10,0
2018-05-08,Temporary Sign Request,2018-05-08,14,0
2018-05-08,Tree Maintenance,2018-05-08,34,0
2018-05-09,311 External Request,2018-05-09,1,0
2018-05-09,Abandoned Vehicle,2018-05-09,112,0
2018-05-09,Blocked Street or SideWalk,2018-05-09,12,0
2018-05-09,Color Curb,2018-05-09,4,0
2018-05-09,DPW Volunteer Programs,2018-05-09,2,0
2018-05-09,Damaged Property,2018-05-09,31,0
2018-05-09,Encampments,2018-05-09,243,0
2018-05-09,General Request - 311CUSTOMERSERVICECENTER,2018-05-09,4,0
2018-05-09,General Request - ASSESSOR RECORDER,2018-05-09,1,0
2018-05-09,General Request - BUILDING INSPECTION,2018-05-09,5,0
2018-05-09,General Request - COUNTY CLERK,2018-05-09,17,0
2018-05-09,General Request - DPH,2018-05-09,15,0
2018-05-09,General Request - MONS,2018-05-09,1,0
2018-05-09,General Request - MTA,2018-05-09,23,0
2018-05-09,General Request - PUBLIC WORKS,2018-05-09,83,0
2018-05-09,General Request - PUC,2018-05-09,12,0
2018-05-09,General Request - TT COLLECTOR,2018-05-09,5,0
2018-05-09,Graffiti,2018-05-09,221,0
2018-05-09,Homeless Concerns,2018-05-09,166,0
2018-05-09,Illegal Postings,2018-05-09,11,0
2018-05-09,Litter Receptacles,2018-05-09,19,0
2018-05-09,MUNI Feedback,2018-05-09,82,0
2018-05-09,Noise Report,2018-05-09,14,0
2018-05-09,Parking Enforcement,2018-05-09,181,0
2018-05-09,Rec and Park Requests,2018-05-09,22,0
2018-05-09,Residential Building Request,2018-05-09,4,0
2018-05-09,SFHA Requests,2018-05-09,14,1
2018-05-09,Sewer Issues,2018-05-09,22,0
2018-05-09,Sidewalk or Curb,2018-05-09,28,0
2018-05-09,Sign Repair,2018-05-09,11,0
2018-05-09,Street Defects,2018-05-09,19,0
2018-05-09,Street and Sidewalk Cleaning,2018-05-09,504,0
2018-05-09,Streetlights,2018-05-09,17,0
2018-05-09,Temporary Sign Request,2018-05-09,22,0
2018-05-09,Tree Maintenance,2018-05-09,37,0
2018-05-10,311 External Request,2018-05-10,2,0
2018-05-10,Abandoned Vehicle,2018-05-10,72,0
2018-05-10,Blocked Street or SideWalk,2018-05-10,18,0
2018-05-10,Catch Basin Maintenance,2018-05-10,1,0
2018-05-10,Color Curb,2018-05-10,4,0
2018-05-10,DPW Volunteer Programs,2018-05-10,2,0
2018-05-10,Damaged Property,2018-05-10,36,0
2018-05-10,Encampments,2018-05-10,236,0
2018-05-10,General Request - 311CUSTOMERSERVICECENTER,2018-05-10,4,0
2018-05-10,General Request - ANIMAL CARE CONTROL,2018-05-10,5,0
2018-05-10,General Request - ASSESSOR RECORDER,2018-05-10,2,0
2018-05-10,General Request - BUILDING INSPECTION,2018-05-10,6,0
2018-05-10,General Request - COUNTY CLERK,2018-05-10,13,0
2018-05-10,General Request - DPH,2018-05-10,5,0
2018-05-10,General Request - ELECTIONS,2018-05-10,1,0
2018-05-10,General Request - FIRE DEPARTMENT,2018-05-10,1,0
2018-05-10,General Request - MTA,2018-05-10,27,0
2018-05-10,General Request - OCC,2018-05-10,1,0
2018-05-10,General Request - PUBLIC WORKS,2018-05-10,52,0
2018-05-10,General Request - PUC,2018-05-10,10,0
2018-05-10,General Request - SFPD,2018-05-10,1,0
2018-05-10,General Request - TT COLLECTOR,2018-05-10,4,0
2018-05-10,Graffiti,2018-05-10,268,0
2018-05-10,Homeless Concerns,2018-05-10,165,0
2018-05-10,Illegal Postings,2018-05-10,5,0
2018-05-10,Litter Receptacles,2018-05-10,34,0
2018-05-10,MUNI Feedback,2018-05-10,73,0
2018-05-10,Noise Report,2018-05-10,21,0
2018-05-10,Parking Enforcement,2018-05-10,191,0
2018-05-10,Rec and Park Requests,2018-05-10,16,0
2018-05-10,Residential Building Request,2018-05-10,5,0
2018-05-10,SFHA Requests,2018-05-10,6,0
2018-05-10,Sewer Issues,2018-05-10,21,0
2018-05-10,Sidewalk or Curb,2018-05-10,22,0
2018-05-10,Sign Repair,2018-05-10,20,0
2018-05-10,Street Defects,2018-05-10,26,0
2018-05-10,Street and Sidewalk Cleaning,2018-05-10,526,0
2018-05-10,Streetlights,2018-05-10,16,0
2018-05-10,Temporary Sign Request,2018-05-10,28,0
2018-05-10,Tree Maintenance,2018-05-10,60,0
2018-05-11,311 External Request,2018-05-11,1,0
2018-05-11,Abandoned Vehicle,2018-05-11,96,0
2018-05-11,Blocked Street or SideWalk,2018-05-11,16,0
2018-05-11,Catch Basin Maintenance,2018-05-11,1,0
2018-05-11,Color Curb,2018-05-11,2,0
2018-05-11,Damaged Property,2018-05-11,25,0
2018-05-11,Encampments,2018-05-11,202,0
2018-05-11,General Request - 311CUSTOMERSERVICECENTER,2018-05-11,4,0
2018-05-11,General Request - ANIMAL CARE CONTROL,2018-05-11,2,0
2018-05-11,General Request - ASSESSOR RECORDER,2018-05-11,3,0
2018-05-11,General Request - BUILDING INSPECTION,2018-05-11,4,0
2018-05-11,General Request - COUNTY CLERK,2018-05-11,14,0
2018-05-11,General Request - DPH,2018-05-11,14,0
2018-05-11,General Request - HUMAN SERVICES AGENCY,2018-05-11,1,0
2018-05-11,General Request - MTA,2018-05-11,22,0
2018-05-11,General Request - PUBLIC WORKS,2018-05-11,53,0
2018-05-11,General Request - PUC,2018-05-11,6,0
2018-05-11,General Request - RPD,2018-05-11,1,0
2018-05-11,General Request - TT COLLECTOR,2018-05-11,6,0
2018-05-11,Graffiti,2018-05-11,257,0
2018-05-11,Homeless Concerns,2018-05-11,168,0
2018-05-11,Illegal Postings,2018-05-11,6,0
2018-05-11,Litter Receptacles,2018-05-11,24,0
2018-05-11,MUNI Feedback,2018-05-11,52,0
2018-05-11,Noise Report,2018-05-11,27,0
2018-05-11,Parking Enforcement,2018-05-11,157,0
2018-05-11,Rec and Park Requests,2018-05-11,21,0
2018-05-11,Residential Building Request,2018-05-11,1,0
2018-05-11,SFHA Requests,2018-05-11,2,0
2018-05-11,Sewer Issues,2018-05-11,17,0
2018-05-11,Sidewalk or Curb,2018-05-11,9,0
2018-05-11,Sign Repair,2018-05-11,8,0
2018-05-11,Street Defects,2018-05-11,30,0
2018-05-11,Street and Sidewalk Cleaning,2018-05-11,490,0
2018-05-11,Streetlights,2018-05-11,14,0
2018-05-11,Temporary Sign Request,2018-05-11,15,0
2018-05-11,Tree Maintenance,2018-05-11,32,0
2018-05-12,311 External Request,2018-05-12,2,0
2018-05-12,Abandoned Vehicle,2018-05-12,52,0
2018-05-12,Blocked Street or SideWalk,2018-05-12,12,0
2018-05-12,Catch Basin Maintenance,2018-05-12,2,0
2018-05-12,Color Curb,2018-05-12,2,0
2018-05-12,Damaged Property,2018-05-12,26,0
2018-05-12,Encampments,2018-05-12,159,0
2018-05-12,General Request - 311CUSTOMERSERVICECENTER,2018-05-12,2,0
2018-05-12,General Request - BUILDING INSPECTION,2018-05-12,3,0
2018-05-12,General Request - COUNTY CLERK,2018-05-12,7,0
2018-05-12,General Request - FIRE DEPARTMENT,2018-05-12,1,0
2018-05-12,General Request - HUMAN SERVICES AGENCY,2018-05-12,1,0
2018-05-12,General Request - MTA,2018-05-12,11,0
2018-05-12,General Request - PUBLIC WORKS,2018-05-12,47,0
2018-05-12,General Request - PUC,2018-05-12,2,0
2018-05-12,Graffiti,2018-05-12,131,0
2018-05-12,Homeless Concerns,2018-05-12,103,0
2018-05-12,Illegal Postings,2018-05-12,4,0
2018-05-12,Litter Receptacles,2018-05-12,20,0
2018-05-12,MUNI Feedback,2018-05-12,33,0
2018-05-12,Noise Report,2018-05-12,16,0
2018-05-12,Parking Enforcement,2018-05-12,165,0
2018-05-12,Rec and Park Requests,2018-05-12,19,0
2018-05-12,Residential Building Request,2018-05-12,4,0
2018-05-12,SFHA Requests,2018-05-12,3,0
2018-05-12,Sewer Issues,2018-05-12,17,0
2018-05-12,Sidewalk or Curb,2018-05-12,10,0
2018-05-12,Sign Repair,2018-05-12,13,0
2018-05-12,Street Defects,2018-05-12,14,0
2018-05-12,Street and Sidewalk Cleaning,2018-05-12,436,0
2018-05-12,Streetlights,2018-05-12,6,0
2018-05-12,Temporary Sign Request,2018-05-12,3,0
2018-05-12,Tree Maintenance,2018-05-12,27,0
2018-05-13,Abandoned Vehicle,2018-05-13,66,0
2018-05-13,Blocked Street or SideWalk,2018-05-13,9,0
2018-05-13,Color Curb,2018-05-13,1,0
2018-05-13,Damaged Property,2018-05-13,19,0
2018-05-13,Encampments,2018-05-13,117,0
2018-05-13,General Request - 311CUSTOMERSERVICECENTER,2018-05-13,4,0
2018-05-13,General Request - ART COMMISSION,2018-05-13,1,0
2018-05-13,General Request - BUILDING INSPECTION,2018-05-13,1,0
2018-05-13,General Request - COUNTY CLERK,2018-05-13,5,0
2018-05-13,General Request - DPH,2018-05-13,3,0
2018-05-13,General Request - MTA,2018-05-13,7,0
2018-05-13,General Request - PLANNING,2018-05-13,1,0
2018-05-13,General Request - PUBLIC WORKS,2018-05-13,31,0
2018-05-13,General Request - PUC,2018-05-13,1,0
2018-05-13,General Request - TT COLLECTOR,2018-05-13,2,0
2018-05-13,Graffiti,2018-05-13,171,0
2018-05-13,Homeless Concerns,2018-05-13,107,0
2018-05-13,Illegal Postings,2018-05-13,16,0
2018-05-13,Litter Receptacles,2018-05-13,16,0
2018-05-13,MUNI Feedback,2018-05-13,18,0
2018-05-13,Noise Report,2018-05-13,17,0
2018-05-13,Parking Enforcement,2018-05-13,108,0
2018-05-13,Rec and Park Requests,2018-05-13,19,0
2018-05-13,Residential Building Request,2018-05-13,2,0
2018-05-13,SFHA Requests,2018-05-13,2,0
2018-05-13,Sewer Issues,2018-05-13,22,0
2018-05-13,Sidewalk or Curb,2018-05-13,15,0
2018-05-13,Sign Repair,2018-05-13,11,0
2018-05-13,Street Defects,2018-05-13,18,0
2018-05-13,Street and Sidewalk Cleaning,2018-05-13,342,0
2018-05-13,Streetlights,2018-05-13,8,0
2018-05-13,Tree Maintenance,2018-05-13,18,0
2018-05-14,311 External Request,2018-05-14,3,0
2018-05-14,Abandoned Vehicle,2018-05-14,123,0
2018-05-14,Blocked Street or SideWalk,2018-05-14,16,0
2018-05-14,Catch Basin Maintenance,2018-05-14,2,0
2018-05-14,Color Curb,2018-05-14,5,0
2018-05-14,DPW Volunteer Programs,2018-05-14,1,0
2018-05-14,Damaged Property,2018-05-14,33,0
2018-05-14,Encampments,2018-05-14,267,0
2018-05-14,General Request - 311CUSTOMERSERVICECENTER,2018-05-14,5,0
2018-05-14,General Request - ANIMAL CARE CONTROL,2018-05-14,2,0
2018-05-14,General Request - ASSESSOR RECORDER,2018-05-14,1,0
2018-05-14,General Request - BOARD OF SUPERVISORS,2018-05-14,1,0
2018-05-14,General Request - BUILDING INSPECTION,2018-05-14,5,0
2018-05-14,General Request - COUNTY CLERK,2018-05-14,14,0
2018-05-14,General Request - DPH,2018-05-14,11,0
2018-05-14,General Request - MTA,2018-05-14,21,0
2018-05-14,General Request - PLANNING,2018-05-14,1,0
2018-05-14,General Request - PORT AUTHORITY,2018-05-14,1,0
2018-05-14,General Request - PUBLIC WORKS,2018-05-14,62,0
2018-05-14,General Request - PUC,2018-05-14,9,0
2018-05-14,General Request - TT COLLECTOR,2018-05-14,4,0
2018-05-14,Graffiti,2018-05-14,249,0
2018-05-14,Homeless Concerns,2018-05-14,168,0
2018-05-14,Illegal Postings,2018-05-14,10,0
2018-05-14,Litter Receptacles,2018-05-14,28,0
2018-05-14,MUNI Feedback,2018-05-14,55,0
2018-05-14,Noise Report,2018-05-14,10,0
2018-05-14,Parking Enforcement,2018-05-14,167,0
2018-05-14,Rec and Park Requests,2018-05-14,17,0
2018-05-14,Residential Building Request,2018-05-14,10,0
2018-05-14,SFHA Requests,2018-05-14,5,0
2018-05-14,Sewer Issues,2018-05-14,25,0
2018-05-14,Sidewalk or Curb,2018-05-14,15,0
2018-05-14,Sign Repair,2018-05-14,19,0
2018-05-14,Street Defects,2018-05-14,24,0
2018-05-14,Street and Sidewalk Cleaning,2018-05-14,623,0
2018-05-14,Streetlights,2018-05-14,15,0
2018-05-14,Temporary Sign Request,2018-05-14,26,0
2018-05-14,Tree Maintenance,2018-05-14,49,0
2018-05-15,311 External Request,2018-05-15,1,0
2018-05-15,Abandoned Vehicle,2018-05-15,123,0
2018-05-15,Blocked Street or SideWalk,2018-05-15,9,0
2018-05-15,Color Curb,2018-05-15,7,0
2018-05-15,DPW Volunteer Programs,2018-05-15,1,0
2018-05-15,Damaged Property,2018-05-15,35,0
