date,category,value
2018-08-06 10:00:00,SFHA Requests,2
2018-08-06 10:00:00,Sewer Issues,4
2018-08-06 10:00:00,Sidewalk or Curb,2
2018-08-06 10:00:00,Sign Repair,1
2018-08-06 10:00:00,Street Defects,1
2018-08-06 10:00:00,Street and Sidewalk Cleaning,67
2018-08-06 10:00:00,Streetlights,1
2018-08-06 10:00:00,Temporary Sign Request,2
2018-08-06 10:00:00,Tree Maintenance,3
2018-08-06 11:00:00,Abandoned Vehicle,8
2018-08-06 11:00:00,Blocked Street or SideWalk,2
2018-08-06 11:00:00,Encampments,14
2018-08-06 11:00:00,General Request - ASSESSOR RECORDER,1
2018-08-06 11:00:00,General Request - COUNTY CLERK,2
2018-08-06 11:00:00,General Request - MTA,5
2018-08-06 11:00:00,General Request - PUBLIC WORKS,4
2018-08-06 11:00:00,General Request - PUC,1
2018-08-06 11:00:00,Graffiti,27
2018-08-06 11:00:00,Litter Receptacles,9
2018-08-06 11:00:00,MUNI Feedback,4
2018-08-06 11:00:00,Parking Enforcement,15
2018-08-06 11:00:00,Residential Building Request,1
2018-08-06 11:00:00,SFHA Requests,1
2018-08-06 11:00:00,Sewer Issues,2
2018-08-06 11:00:00,Sidewalk or Curb,2
2018-08-06 11:00:00,Sign Repair,2
2018-08-06 11:00:00,Street Defects,2
2018-08-06 11:00:00,Street and Sidewalk Cleaning,72
2018-08-06 11:00:00,Streetlights,3
2018-08-06 11:00:00,Temporary Sign Request,1
2018-08-06 11:00:00,Tree Maintenance,2
2018-08-06 12:00:00,Abandoned Vehicle,15
2018-08-06 12:00:00,Catch Basin Maintenance,1
2018-08-06 12:00:00,Damaged Property,3
2018-08-06 12:00:00,Encampments,17
2018-08-06 12:00:00,General Request - COUNTY CLERK,2
2018-08-06 12:00:00,General Request - DPH,3
2018-08-06 12:00:00,General Request - MTA,4
2018-08-06 12:00:00,General Request - PUBLIC WORKS,3
2018-08-06 12:00:00,General Request - PUC,1
2018-08-06 12:00:00,Graffiti,14
2018-08-06 12:00:00,Litter Receptacles,2
2018-08-06 12:00:00,MUNI Feedback,3
2018-08-06 12:00:00,Noise Report,1
2018-08-06 12:00:00,Parking Enforcement,10
2018-08-06 12:00:00,Rec and Park Requests,2
2018-08-06 12:00:00,Residential Building Request,1
2018-08-06 12:00:00,SFHA Requests,1
2018-08-06 12:00:00,Sidewalk or Curb,2
2018-08-06 12:00:00,Sign Repair,1
2018-08-06 12:00:00,Street and Sidewalk Cleaning,75
2018-08-06 12:00:00,Temporary Sign Request,2
2018-08-06 12:00:00,Tree Maintenance,3
2018-08-06 13:00:00,Abandoned Vehicle,8
2018-08-06 13:00:00,Color Curb,1
2018-08-06 13:00:00,Damaged Property,4
2018-08-06 13:00:00,Encampments,9
2018-08-06 13:00:00,General Request - ANIMAL CARE CONTROL,2
2018-08-06 13:00:00,General Request - COUNTY CLERK,1
2018-08-06 13:00:00,General Request - DPH,2
2018-08-06 13:00:00,General Request - FIRE DEPARTMENT,1
2018-08-06 13:00:00,General Request - MTA,1
2018-08-06 13:00:00,General Request - PUBLIC WORKS,2
2018-08-06 13:00:00,Graffiti,13
2018-08-06 13:00:00,Litter Receptacles,2
2018-08-06 13:00:00,MUNI Feedback,5
2018-08-06 13:00:00,Noise Report,1
2018-08-06 13:00:00,Parking Enforcement,3
2018-08-06 13:00:00,Rec and Park Requests,1
2018-08-06 13:00:00,Sewer Issues,2
2018-08-06 13:00:00,Sidewalk or Curb,1
2018-08-06 13:00:00,Street Defects,1
2018-08-06 13:00:00,Street and Sidewalk Cleaning,42
2018-08-06 13:00:00,Tree Maintenance,3
2018-08-06 14:00:00,Abandoned Vehicle,7
2018-08-06 14:00:00,Blocked Street or SideWalk,3
2018-08-06 14:00:00,Damaged Property,3
2018-08-06 14:00:00,Encampments,14
2018-08-06 14:00:00,General Request - COUNTY CLERK,2
2018-08-06 14:00:00,General Request - DPH,1
2018-08-06 14:00:00,General Request - PUBLIC WORKS,8
2018-08-06 14:00:00,Graffiti,42
2018-08-06 14:00:00,Illegal Postings,4
2018-08-06 14:00:00,Litter Receptacles,2
2018-08-06 14:00:00,MUNI Feedback,4
2018-08-06 14:00:00,Parking Enforcement,6
2018-08-06 14:00:00,Rec and Park Requests,1
2018-08-06 14:00:00,Residential Building Request,2
2018-08-06 14:00:00,Sewer Issues,1
2018-08-06 14:00:00,Sidewalk or Curb,3
2018-08-06 14:00:00,Sign Repair,2
2018-08-06 14:00:00,Street and Sidewalk Cleaning,54
2018-08-06 14:00:00,Streetlights,2
2018-08-06 14:00:00,Temporary Sign Request,1
2018-08-06 14:00:00,Tree Maintenance,2
2018-08-06 15:00:00,Abandoned Vehicle,3
2018-08-06 15:00:00,Color Curb,1
2018-08-06 15:00:00,Damaged Property,6
2018-08-06 15:00:00,Encampments,10
2018-08-06 15:00:00,General Request - COUNTY CLERK,2
2018-08-06 15:00:00,General Request - DPH,1
2018-08-06 15:00:00,General Request - MTA,1
2018-08-06 15:00:00,General Request - PUBLIC WORKS,6
2018-08-06 15:00:00,General Request - PUC,1
2018-08-06 15:00:00,Graffiti,10
2018-08-06 15:00:00,Illegal Postings,2
2018-08-06 15:00:00,Litter Receptacles,5
2018-08-06 15:00:00,MUNI Feedback,4
2018-08-06 15:00:00,Parking Enforcement,2
2018-08-06 15:00:00,Rec and Park Requests,1
2018-08-06 15:00:00,Sewer Issues,3
2018-08-06 15:00:00,Sidewalk or Curb,5
2018-08-06 15:00:00,Sign Repair,2
2018-08-06 15:00:00,Street Defects,1
2018-08-06 15:00:00,Street and Sidewalk Cleaning,66
2018-08-06 15:00:00,Tree Maintenance,5
2018-08-06 16:00:00,Abandoned Vehicle,6
2018-08-06 16:00:00,Encampments,14
2018-08-06 16:00:00,General Request - BOARD OF SUPERVISORS,1
2018-08-06 16:00:00,General Request - DPH,3
2018-08-06 16:00:00,General Request - MOCD,1
2018-08-06 16:00:00,General Request - MTA,3
2018-08-06 16:00:00,General Request - PORT AUTHORITY,1
2018-08-06 16:00:00,General Request - PUBLIC WORKS,5
2018-08-06 16:00:00,Graffiti,5
2018-08-06 16:00:00,Litter Receptacles,1
2018-08-06 16:00:00,MUNI Feedback,6
2018-08-06 16:00:00,Noise Report,1
2018-08-06 16:00:00,Parking Enforcement,10
2018-08-06 16:00:00,Rec and Park Requests,2
2018-08-06 16:00:00,SFHA Requests,1
2018-08-06 16:00:00,Sewer Issues,1
2018-08-06 16:00:00,Sidewalk or Curb,1
2018-08-06 16:00:00,Sign Repair,1
2018-08-06 16:00:00,Street Defects,2
2018-08-06 16:00:00,Street and Sidewalk Cleaning,31
2018-08-06 16:00:00,Tree Maintenance,3
2018-08-06 17:00:00,Abandoned Vehicle,3
2018-08-06 17:00:00,Blocked Street or SideWalk,2
2018-08-06 17:00:00,Color Curb,1
2018-08-06 17:00:00,Damaged Property,1
2018-08-06 17:00:00,Encampments,15
2018-08-06 17:00:00,General Request - ASSESSOR RECORDER,1
2018-08-06 17:00:00,General Request - PUBLIC WORKS,1
2018-08-06 17:00:00,General Request - PUC,1
2018-08-06 17:00:00,Graffiti,2
2018-08-06 17:00:00,Homeless Concerns,1
2018-08-06 17:00:00,MUNI Feedback,5
2018-08-06 17:00:00,Parking Enforcement,10
2018-08-06 17:00:00,Rec and Park Requests,1
2018-08-06 17:00:00,SFHA Requests,1
2018-08-06 17:00:00,Sewer Issues,3
2018-08-06 17:00:00,Street Defects,1
2018-08-06 17:00:00,Street and Sidewalk Cleaning,36
2018-08-06 17:00:00,Tree Maintenance,1
2018-08-06 18:00:00,Abandoned Vehicle,7
2018-08-06 18:00:00,Encampments,19
2018-08-06 18:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-08-06 18:00:00,General Request - DPH,1
2018-08-06 18:00:00,General Request - MTA,3
2018-08-06 18:00:00,General Request - PUBLIC WORKS,1
2018-08-06 18:00:00,Graffiti,2
2018-08-06 18:00:00,Illegal Postings,1
2018-08-06 18:00:00,MUNI Feedback,4
2018-08-06 18:00:00,Parking Enforcement,17
2018-08-06 18:00:00,Rec and Park Requests,1
2018-08-06 18:00:00,Sewer Issues,2
2018-08-06 18:00:00,Street Defects,3
2018-08-06 18:00:00,Street and Sidewalk Cleaning,32
2018-08-06 18:00:00,Tree Maintenance,2
2018-08-06 19:00:00,Abandoned Vehicle,6
2018-08-06 19:00:00,Damaged Property,2
2018-08-06 19:00:00,Encampments,16
2018-08-06 19:00:00,General Request - COUNTY CLERK,1
2018-08-06 19:00:00,General Request - PUBLIC WORKS,1
2018-08-06 19:00:00,General Request - PUC,1
2018-08-06 19:00:00,Graffiti,12
2018-08-06 19:00:00,Illegal Postings,3
2018-08-06 19:00:00,Litter Receptacles,1
2018-08-06 19:00:00,MUNI Feedback,3
2018-08-06 19:00:00,Noise Report,1
2018-08-06 19:00:00,Parking Enforcement,3
2018-08-06 19:00:00,Rec and Park Requests,1
2018-08-06 19:00:00,SFHA Requests,1
2018-08-06 19:00:00,Sidewalk or Curb,2
2018-08-06 19:00:00,Street Defects,1
2018-08-06 19:00:00,Street and Sidewalk Cleaning,35
2018-08-06 19:00:00,Tree Maintenance,2
2018-08-06 20:00:00,Abandoned Vehicle,8
2018-08-06 20:00:00,Color Curb,1
2018-08-06 20:00:00,Damaged Property,2
2018-08-06 20:00:00,Encampments,22
2018-08-06 20:00:00,General Request - COUNTY CLERK,1
2018-08-06 20:00:00,General Request - PUBLIC WORKS,3
2018-08-06 20:00:00,Graffiti,2
2018-08-06 20:00:00,Litter Receptacles,2
2018-08-06 20:00:00,MUNI Feedback,2
2018-08-06 20:00:00,Noise Report,5
2018-08-06 20:00:00,Parking Enforcement,4
2018-08-06 20:00:00,Sewer Issues,3
2018-08-06 20:00:00,Sidewalk or Curb,2
2018-08-06 20:00:00,Street and Sidewalk Cleaning,8
2018-08-06 20:00:00,Streetlights,1
2018-08-06 21:00:00,Abandoned Vehicle,2
2018-08-06 21:00:00,Blocked Street or SideWalk,2
2018-08-06 21:00:00,Damaged Property,1
2018-08-06 21:00:00,Encampments,6
2018-08-06 21:00:00,General Request - PUBLIC WORKS,1
2018-08-06 21:00:00,Homeless Concerns,1
2018-08-06 21:00:00,MUNI Feedback,3
2018-08-06 21:00:00,Noise Report,2
2018-08-06 21:00:00,Parking Enforcement,4
2018-08-06 21:00:00,Street and Sidewalk Cleaning,7
2018-08-06 22:00:00,Encampments,7
2018-08-06 22:00:00,Graffiti,2
2018-08-06 22:00:00,MUNI Feedback,1
2018-08-06 22:00:00,Noise Report,1
2018-08-06 22:00:00,Parking Enforcement,2
2018-08-06 22:00:00,Rec and Park Requests,1
2018-08-06 22:00:00,Sign Repair,1
2018-08-06 22:00:00,Street Defects,1
2018-08-06 22:00:00,Street and Sidewalk Cleaning,4
2018-08-06 22:00:00,Streetlights,1
2018-08-06 22:00:00,Tree Maintenance,1
2018-08-06 23:00:00,Encampments,5
2018-08-06 23:00:00,Noise Report,1
2018-08-06 23:00:00,Parking Enforcement,3
2018-08-06 23:00:00,Sign Repair,1
2018-08-06 23:00:00,Street and Sidewalk Cleaning,4
2018-08-06 23:00:00,Streetlights,1
2018-08-06 23:00:00,Tree Maintenance,1
2018-08-07 00:00:00,Abandoned Vehicle,2
2018-08-07 00:00:00,Encampments,1
2018-08-07 00:00:00,MUNI Feedback,3
2018-08-07 00:00:00,Parking Enforcement,4
2018-08-07 00:00:00,Rec and Park Requests,1
2018-08-07 00:00:00,Street and Sidewalk Cleaning,3
2018-08-07 00:00:00,Streetlights,1
2018-08-07 01:00:00,Encampments,1
2018-08-07 01:00:00,Graffiti,2
2018-08-07 01:00:00,Noise Report,1
2018-08-07 01:00:00,Parking Enforcement,1
2018-08-07 01:00:00,Rec and Park Requests,1
2018-08-07 02:00:00,Rec and Park Requests,1
2018-08-07 02:00:00,Street and Sidewalk Cleaning,1
2018-08-07 02:00:00,Streetlights,1
2018-08-07 03:00:00,Noise Report,1
2018-08-07 03:00:00,Residential Building Request,1
2018-08-07 03:00:00,Street Defects,2
2018-08-07 03:00:00,Street and Sidewalk Cleaning,1
2018-08-07 04:00:00,Rec and Park Requests,1
2018-08-07 04:00:00,Residential Building Request,2
2018-08-07 04:00:00,Street and Sidewalk Cleaning,8
2018-08-07 05:00:00,Abandoned Vehicle,3
2018-08-07 05:00:00,Encampments,4
2018-08-07 05:00:00,Parking Enforcement,4
2018-08-07 05:00:00,Street Defects,1
2018-08-07 05:00:00,Street and Sidewalk Cleaning,2
2018-08-07 06:00:00,Abandoned Vehicle,4
2018-08-07 06:00:00,Damaged Property,1
2018-08-07 06:00:00,Encampments,11
2018-08-07 06:00:00,Graffiti,1
2018-08-07 06:00:00,Homeless Concerns,1
2018-08-07 06:00:00,Litter Receptacles,1
2018-08-07 06:00:00,MUNI Feedback,2
2018-08-07 06:00:00,Parking Enforcement,10
2018-08-07 06:00:00,Rec and Park Requests,2
2018-08-07 06:00:00,Sewer Issues,1
2018-08-07 06:00:00,Sidewalk or Curb,1
2018-08-07 06:00:00,Street Defects,3
2018-08-07 06:00:00,Street and Sidewalk Cleaning,16
2018-08-07 07:00:00,Abandoned Vehicle,4
2018-08-07 07:00:00,Damaged Property,3
2018-08-07 07:00:00,Encampments,27
2018-08-07 07:00:00,General Request - BUILDING INSPECTION,1
2018-08-07 07:00:00,General Request - PUBLIC WORKS,3
2018-08-07 07:00:00,Graffiti,2
2018-08-07 07:00:00,Litter Receptacles,2
2018-08-07 07:00:00,MUNI Feedback,3
2018-08-07 07:00:00,Noise Report,1
2018-08-07 07:00:00,Parking Enforcement,9
2018-08-07 07:00:00,Sewer Issues,1
2018-08-07 07:00:00,Sidewalk or Curb,1
2018-08-07 07:00:00,Street Defects,1
2018-08-07 07:00:00,Street and Sidewalk Cleaning,58
2018-08-07 07:00:00,Temporary Sign Request,1
2018-08-07 07:00:00,Tree Maintenance,2
2018-08-07 08:00:00,Abandoned Vehicle,2
2018-08-07 08:00:00,Blocked Street or SideWalk,1
2018-08-07 08:00:00,Damaged Property,1
2018-08-07 08:00:00,Encampments,44
2018-08-07 08:00:00,General Request - ANIMAL CARE CONTROL,1
2018-08-07 08:00:00,General Request - COUNTY CLERK,1
2018-08-07 08:00:00,General Request - MTA,3
2018-08-07 08:00:00,General Request - PUBLIC WORKS,7
2018-08-07 08:00:00,General Request - TT COLLECTOR,2
2018-08-07 08:00:00,Graffiti,12
2018-08-07 08:00:00,MUNI Feedback,7
2018-08-07 08:00:00,Noise Report,1
2018-08-07 08:00:00,Parking Enforcement,12
2018-08-07 08:00:00,Rec and Park Requests,1
2018-08-07 08:00:00,Sewer Issues,3
2018-08-07 08:00:00,Sidewalk or Curb,2
2018-08-07 08:00:00,Sign Repair,1
2018-08-07 08:00:00,Street Defects,2
2018-08-07 08:00:00,Street and Sidewalk Cleaning,60
2018-08-07 08:00:00,Tree Maintenance,4
2018-08-07 09:00:00,Abandoned Vehicle,5
2018-08-07 09:00:00,Blocked Street or SideWalk,3
2018-08-07 09:00:00,Damaged Property,3
2018-08-07 09:00:00,Encampments,30
2018-08-07 09:00:00,General Request - COUNTY CLERK,1
2018-08-07 09:00:00,General Request - MTA,1
2018-08-07 09:00:00,General Request - PUBLIC WORKS,3
2018-08-07 09:00:00,Graffiti,10
2018-08-07 09:00:00,Litter Receptacles,6
2018-08-07 09:00:00,MUNI Feedback,4
2018-08-07 09:00:00,Noise Report,1
2018-08-07 09:00:00,Parking Enforcement,10
2018-08-07 09:00:00,Rec and Park Requests,1
2018-08-07 09:00:00,Residential Building Request,1
2018-08-07 09:00:00,Sidewalk or Curb,1
2018-08-07 09:00:00,Sign Repair,1
2018-08-07 09:00:00,Street Defects,2
2018-08-07 09:00:00,Street and Sidewalk Cleaning,60
2018-08-07 09:00:00,Streetlights,1
2018-08-07 09:00:00,Tree Maintenance,5
2018-08-07 10:00:00,Abandoned Vehicle,6
2018-08-07 10:00:00,Blocked Street or SideWalk,1
2018-08-07 10:00:00,Color Curb,3
2018-08-07 10:00:00,DPW Volunteer Programs,1
2018-08-07 10:00:00,Damaged Property,8
2018-08-07 10:00:00,Encampments,15
2018-08-07 10:00:00,General Request - ASSESSOR RECORDER,1
2018-08-07 10:00:00,General Request - BUILDING INSPECTION,2
2018-08-07 10:00:00,General Request - COUNTY CLERK,1
2018-08-07 10:00:00,General Request - PUBLIC WORKS,6
2018-08-07 10:00:00,General Request - RPD,1
2018-08-07 10:00:00,Graffiti,10
2018-08-07 10:00:00,Litter Receptacles,8
2018-08-07 10:00:00,MUNI Feedback,3
2018-08-07 10:00:00,Parking Enforcement,9
2018-08-07 10:00:00,Rec and Park Requests,4
2018-08-07 10:00:00,Residential Building Request,1
2018-08-07 10:00:00,Sewer Issues,3
2018-08-07 10:00:00,Sidewalk or Curb,1
2018-08-07 10:00:00,Street Defects,3
2018-08-07 10:00:00,Street and Sidewalk Cleaning,68
2018-08-07 10:00:00,Streetlights,1
2018-08-07 10:00:00,Tree Maintenance,5
2018-08-07 11:00:00,Abandoned Vehicle,4
2018-08-07 11:00:00,Blocked Street or SideWalk,1
2018-08-07 11:00:00,Color Curb,1
2018-08-07 11:00:00,Damaged Property,2
2018-08-07 11:00:00,Encampments,14
2018-08-07 11:00:00,General Request - ASSESSOR RECORDER,1
2018-08-07 11:00:00,General Request - COUNTY CLERK,2
2018-08-07 11:00:00,General Request - DTIS,1
2018-08-07 11:00:00,General Request - MTA,1
2018-08-07 11:00:00,General Request - PUBLIC WORKS,5
2018-08-07 11:00:00,Graffiti,17
2018-08-07 11:00:00,Illegal Postings,2
2018-08-07 11:00:00,Litter Receptacles,1
2018-08-07 11:00:00,MUNI Feedback,4
2018-08-07 11:00:00,Noise Report,3
2018-08-07 11:00:00,Parking Enforcement,5
2018-08-07 11:00:00,Residential Building Request,1
2018-08-07 11:00:00,SFHA Requests,1
2018-08-07 11:00:00,Sewer Issues,1
2018-08-07 11:00:00,Street Defects,1
2018-08-07 11:00:00,Street and Sidewalk Cleaning,60
2018-08-07 11:00:00,Streetlights,1
2018-08-07 11:00:00,Temporary Sign Request,3
2018-08-07 11:00:00,Tree Maintenance,8
2018-08-07 12:00:00,Abandoned Vehicle,2
2018-08-07 12:00:00,Blocked Street or SideWalk,1
2018-08-07 12:00:00,Color Curb,1
2018-08-07 12:00:00,Damaged Property,2
2018-08-07 12:00:00,Encampments,12
2018-08-07 12:00:00,General Request - 311CUSTOMERSERVICECENTER,4
2018-08-07 12:00:00,General Request - DPH,2
2018-08-07 12:00:00,General Request - PLANNING,1
2018-08-07 12:00:00,General Request - PUBLIC WORKS,6
2018-08-07 12:00:00,General Request - PUC,1
2018-08-07 12:00:00,Graffiti,30
2018-08-07 12:00:00,Illegal Postings,1
2018-08-07 12:00:00,Litter Receptacles,1
2018-08-07 12:00:00,MUNI Feedback,3
2018-08-07 12:00:00,Parking Enforcement,7
2018-08-07 12:00:00,Rec and Park Requests,1
2018-08-07 12:00:00,Sidewalk or Curb,1
2018-08-07 12:00:00,Street and Sidewalk Cleaning,52
2018-08-07 12:00:00,Tree Maintenance,2
2018-08-07 13:00:00,Abandoned Vehicle,6
2018-08-07 13:00:00,Blocked Street or SideWalk,3
2018-08-07 13:00:00,Damaged Property,6
2018-08-07 13:00:00,Encampments,8
2018-08-07 13:00:00,General Request - BUILDING INSPECTION,2
2018-08-07 13:00:00,General Request - DPH,2
2018-08-07 13:00:00,General Request - MTA,1
2018-08-07 13:00:00,General Request - PUBLIC WORKS,6
2018-08-07 13:00:00,General Request - PUC,1
2018-08-07 13:00:00,General Request - TT COLLECTOR,1
2018-08-07 13:00:00,Graffiti,22
2018-08-07 13:00:00,Illegal Postings,1
2018-08-07 13:00:00,Litter Receptacles,3
2018-08-07 13:00:00,MUNI Feedback,4
2018-08-07 13:00:00,Noise Report,1
2018-08-07 13:00:00,Parking Enforcement,5
2018-08-07 13:00:00,Sewer Issues,1
2018-08-07 13:00:00,Sidewalk or Curb,1
2018-08-07 13:00:00,Sign Repair,1
2018-08-07 13:00:00,Street Defects,3
2018-08-07 13:00:00,Street and Sidewalk Cleaning,59
2018-08-07 13:00:00,Temporary Sign Request,1
2018-08-07 13:00:00,Tree Maintenance,5
2018-08-07 14:00:00,Abandoned Vehicle,5
2018-08-07 14:00:00,Blocked Street or SideWalk,1
2018-08-07 14:00:00,Damaged Property,3
2018-08-07 14:00:00,Encampments,14
2018-08-07 14:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-08-07 14:00:00,General Request - ASSESSOR RECORDER,1
2018-08-07 14:00:00,General Request - COUNTY CLERK,3
2018-08-07 14:00:00,General Request - DPH,1
2018-08-07 14:00:00,General Request - MTA,2
2018-08-07 14:00:00,General Request - PUBLIC WORKS,3
2018-08-07 14:00:00,General Request - PUC,1
2018-08-07 14:00:00,Graffiti,9
2018-08-07 14:00:00,Illegal Postings,6
2018-08-07 14:00:00,Litter Receptacles,1
2018-08-07 14:00:00,MUNI Feedback,5
2018-08-07 14:00:00,Parking Enforcement,4
2018-08-07 14:00:00,Sidewalk or Curb,2
2018-08-07 14:00:00,Street Defects,3
2018-08-07 14:00:00,Street and Sidewalk Cleaning,57
2018-08-07 14:00:00,Temporary Sign Request,2
2018-08-07 14:00:00,Tree Maintenance,6
2018-08-07 15:00:00,Abandoned Vehicle,5
2018-08-07 15:00:00,Blocked Street or SideWalk,1
2018-08-07 15:00:00,Catch Basin Maintenance,1
2018-08-07 15:00:00,Damaged Property,4
2018-08-07 15:00:00,Encampments,16
2018-08-07 15:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-08-07 15:00:00,General Request - COUNTY CLERK,1
2018-08-07 15:00:00,General Request - MTA,2
2018-08-07 15:00:00,General Request - PUBLIC WORKS,5
2018-08-07 15:00:00,Graffiti,1
2018-08-07 15:00:00,Illegal Postings,1
2018-08-07 15:00:00,Litter Receptacles,2
2018-08-07 15:00:00,MUNI Feedback,4
2018-08-07 15:00:00,Parking Enforcement,12
2018-08-07 15:00:00,Sewer Issues,2
2018-08-07 15:00:00,Street Defects,2
2018-08-07 15:00:00,Street and Sidewalk Cleaning,24
2018-08-07 15:00:00,Temporary Sign Request,1
2018-08-07 15:00:00,Tree Maintenance,4
2018-08-07 16:00:00,311 External Request,1
2018-08-07 16:00:00,Abandoned Vehicle,13
2018-08-07 16:00:00,Blocked Street or SideWalk,1
2018-08-07 16:00:00,Encampments,9
2018-08-07 16:00:00,General Request - MTA,1
2018-08-07 16:00:00,General Request - PUBLIC WORKS,5
2018-08-07 16:00:00,Litter Receptacles,1
2018-08-07 16:00:00,MUNI Feedback,8
2018-08-07 16:00:00,Parking Enforcement,6
2018-08-07 16:00:00,Sewer Issues,1
2018-08-07 16:00:00,Sidewalk or Curb,1
2018-08-07 16:00:00,Sign Repair,2
2018-08-07 16:00:00,Street Defects,1
2018-08-07 16:00:00,Street and Sidewalk Cleaning,31
2018-08-07 16:00:00,Streetlights,2
2018-08-07 16:00:00,Temporary Sign Request,1
2018-08-07 16:00:00,Tree Maintenance,1
2018-08-07 17:00:00,Abandoned Vehicle,9
2018-08-07 17:00:00,Blocked Street or SideWalk,2
2018-08-07 17:00:00,Damaged Property,3
2018-08-07 17:00:00,Encampments,26
2018-08-07 17:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-08-07 17:00:00,General Request - COUNTY CLERK,1
2018-08-07 17:00:00,General Request - PUBLIC WORKS,1
2018-08-07 17:00:00,Graffiti,7
2018-08-07 17:00:00,Illegal Postings,1
2018-08-07 17:00:00,Litter Receptacles,1
2018-08-07 17:00:00,MUNI Feedback,6
2018-08-07 17:00:00,Noise Report,1
2018-08-07 17:00:00,Parking Enforcement,15
2018-08-07 17:00:00,Residential Building Request,3
2018-08-07 17:00:00,SFHA Requests,1
2018-08-07 17:00:00,Sewer Issues,1
2018-08-07 17:00:00,Sidewalk or Curb,1
2018-08-07 17:00:00,Street and Sidewalk Cleaning,43
2018-08-07 18:00:00,Abandoned Vehicle,9
2018-08-07 18:00:00,Blocked Street or SideWalk,3
2018-08-07 18:00:00,Damaged Property,1
2018-08-07 18:00:00,Encampments,9
2018-08-07 18:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-08-07 18:00:00,General Request - CHILDREN YOUTH FAMILIES,1
2018-08-07 18:00:00,General Request - COUNTY CLERK,2
2018-08-07 18:00:00,General Request - MTA,3
2018-08-07 18:00:00,General Request - PUBLIC WORKS,2
2018-08-07 18:00:00,General Request - PUC,2
2018-08-07 18:00:00,General Request - TT COLLECTOR,1
2018-08-07 18:00:00,Graffiti,13
2018-08-07 18:00:00,Illegal Postings,2
2018-08-07 18:00:00,MUNI Feedback,6
2018-08-07 18:00:00,Parking Enforcement,6
2018-08-07 18:00:00,Sewer Issues,2
2018-08-07 18:00:00,Sidewalk or Curb,1
2018-08-07 18:00:00,Street Defects,1
2018-08-07 18:00:00,Street and Sidewalk Cleaning,23
2018-08-07 18:00:00,Tree Maintenance,1
2018-08-07 19:00:00,Abandoned Vehicle,2
2018-08-07 19:00:00,Blocked Street or SideWalk,1
2018-08-07 19:00:00,Encampments,8
2018-08-07 19:00:00,General Request - DPH,1
2018-08-07 19:00:00,General Request - PUBLIC WORKS,1
2018-08-07 19:00:00,General Request - PUC,1
2018-08-07 19:00:00,Graffiti,9
2018-08-07 19:00:00,Illegal Postings,1
2018-08-07 19:00:00,Litter Receptacles,1
2018-08-07 19:00:00,MUNI Feedback,6
2018-08-07 19:00:00,Parking Enforcement,12
2018-08-07 19:00:00,Rec and Park Requests,1
2018-08-07 19:00:00,SFHA Requests,3
2018-08-07 19:00:00,Sidewalk or Curb,3
2018-08-07 19:00:00,Sign Repair,2
2018-08-07 19:00:00,Street Defects,1
2018-08-07 19:00:00,Street and Sidewalk Cleaning,32
2018-08-07 20:00:00,Abandoned Vehicle,2
2018-08-07 20:00:00,Damaged Property,2
2018-08-07 20:00:00,Encampments,6
2018-08-07 20:00:00,General Request - PUBLIC WORKS,3
2018-08-07 20:00:00,Graffiti,1
2018-08-07 20:00:00,Homeless Concerns,1
2018-08-07 20:00:00,Litter Receptacles,1
2018-08-07 20:00:00,MUNI Feedback,2
2018-08-07 20:00:00,Noise Report,2
2018-08-07 20:00:00,Parking Enforcement,9
2018-08-07 20:00:00,Sewer Issues,1
2018-08-07 20:00:00,Street Defects,1
2018-08-07 20:00:00,Street and Sidewalk Cleaning,17
2018-08-07 20:00:00,Tree Maintenance,1
2018-08-07 21:00:00,Abandoned Vehicle,2
2018-08-07 21:00:00,Encampments,9
2018-08-07 21:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-08-07 21:00:00,MUNI Feedback,2
2018-08-07 21:00:00,Noise Report,2
2018-08-07 21:00:00,Parking Enforcement,5
2018-08-07 21:00:00,Rec and Park Requests,1
2018-08-07 21:00:00,Street Defects,2
2018-08-07 21:00:00,Street and Sidewalk Cleaning,4
2018-08-07 21:00:00,Streetlights,1
2018-08-07 22:00:00,Abandoned Vehicle,6
2018-08-07 22:00:00,Encampments,3
2018-08-07 22:00:00,General Request - COUNTY CLERK,1
2018-08-07 22:00:00,General Request - DPH,1
2018-08-07 22:00:00,General Request - PUBLIC WORKS,1
2018-08-07 22:00:00,MUNI Feedback,2
2018-08-07 22:00:00,Noise Report,2
2018-08-07 22:00:00,Parking Enforcement,6
2018-08-07 22:00:00,Residential Building Request,1
2018-08-07 22:00:00,Sewer Issues,1
2018-08-07 22:00:00,Street and Sidewalk Cleaning,6
2018-08-07 22:00:00,Streetlights,2
2018-08-07 23:00:00,Abandoned Vehicle,6
2018-08-07 23:00:00,Encampments,5
2018-08-07 23:00:00,General Request - COUNTY CLERK,1
2018-08-07 23:00:00,General Request - MTA,1
2018-08-07 23:00:00,Noise Report,1
